Sentences,Types,Classification,Type,Classifications,Classifications_name
"Leave the office, turn off the computer.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Let each side set for a couple hours, then rotate.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Listen to music, dance around your room.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Look both ways first, then cross the street.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Make a cup of coffee, then add sugar and milk to taste.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Measure the ingredients first, then mix them together.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Measure the ingredients, then mix them in a bowl.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Open the book, then read the first chapter.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Open the can, then pour the soup into a bowl.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Pick up the pen, then sign your name on the document.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Place the eggs in the pot, then add enough water to cover them.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Plug in the charger, then connect it to your phone.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Plug in your phone, then let it charge for an hour.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Point your hands up, keep your neck, straight and look at the floor.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Pour the milk into the bowl, then add the cereal.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Preheat the oven first, then put in the pizza.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Prepare the dough, then let it rest for 30 minutes.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Print the document, then sign it and scan it back.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Push up until you feel a stretch, then hold the position for 5-10 seconds before lowering back down.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Put on your apron first, then start cooking.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Put on your coat, then grab your keys and leave the house.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Put on your gloves first, then start cleaning.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Put on your helmet first, then start riding your bike.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Put on your jacket, then zip it up.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Put on your running shoes, then go outside for a run.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Put on your running watch first, then start your run.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Put on your seatbelt first, then start the car.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Put on your seatbelt, then adjust the mirrors.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Put on your seatbelt, then start the engine.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Put on your socks, then wear your shoes.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Put the cake batter in the oven, then set the timer for 30 minutes.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Read a book, take notes of important points.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Read the instructions carefully, then assemble the furniture.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Rinse the dishes, then load them into the dishwasher.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Select a movie, then download it to your device.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Select the appropriate setting first, then start the washing machine.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Set up the equipment first, then start the workout.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Set your alarm first, then go to sleep.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Sign up for the course, then pay the registration fee.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Slice the bread, then toast it in the toaster.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Sort the laundry first, then put it in the washing machine.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Spread the butter on the toast, then add jam or honey.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Squeeze the lemon first, then add the sugar and water.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Start with the basics first, then move on to more advanced topics.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Start your car, fasten your seatbelt.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Start your online class, test your audio and video.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Start your work shift, clock in.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Study, take breaks every hour.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Switch off your phone, then enjoy some quiet time.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Take a break, finish your current task.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Take a deep breath first, then begin meditating.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Take a deep breath, then begin your presentation.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Take a deep breath, then exhale slowly.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Take a flight, check the departure time and gate number.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Take a nap, set an alarm.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
Take a pen then write the assessment.,INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Take a road trip, check the oil level and tire pressure.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Take a shower, dry yourself with a towel.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Take a shower, then apply moisturizer to your skin.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Take a sip of water first, then continue talking.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Take a sip of water, then continue your presentation.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Take attendance first, then begin the lecture.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Take the quiz first, then review the answers.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
Then arch your back up by pushing down on your hands and keep your hips pressed to the ground.,INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Turn off the lights, then go to bed.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Turn off the lights, then go to bed.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Turn off the oven first, then take the cake out of the oven.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Turn off the TV, then have a conversation with your family.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Turn on the computer first, then open the application.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Turn on the computer, then log in to your account.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Turn on the oven, then preheat it to 375 degrees.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Turn on the stove, then heat the oil in the pan.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Type your movie name into the search bar, then press Enter.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Wait for the doctor, fill out the paperwork.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Wait for the elevator, check your email.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Wait for the waiter, decide what to order.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Wait for the water to boil, prepare the ingredients.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Walk, bring a water bottle.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Warm up first, then stretch your muscles.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Wash and rinse your cars roof, then let it air dry.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Wash the dishes, then dry them with a towel.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Wash the vegetables first, then chop them into small pieces.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Wash your hands, then dry them with a towel.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Watch a movie, make popcorn.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Watch TV, fold your laundry.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"While you wait for the bus, listen to some music.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Work on your laptop, adjust the screen brightness.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Write the introduction, then write the body paragraphs.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Write your introduction first, then move on to the body paragraphs.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
"Write your name on the paper, then pass it to the person next to you.",INSTRUCTION,INSTRUCTION WITH SEQUENCE,1,5,INSTRUCTION WITH SEQUENCE
Add 5 mg of sample a and note water temperature in A.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Add a couple of drops of food coloring and stir to mix.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Allow the paint and glue to dry before moving on.,INSTRUCTION,MANDATORY INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Ask before putting someone on hold and wait for their response.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Brush your teeth and floss before going to bed.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Check the expiration date and the ingredients before consuming any food.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Check the weather and dress appropriately for the day.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Choose a dip pen and ink bottle for the most traditional setup.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
"Decide what time you would like your drawing to be set, and draw in the sky.",INSTRUCTION,MANDATORY INSTRUCTION,1,5,INSTRUCTION WITH SEQUENCE
Define your idea and understand patents.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Dig around the bush carefully and remove it from the ground.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Drink water and stay hydrated throughout the day.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Exercise regularly and eat a balanced diet to maintain a healthy lifestyle.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Fill the rest of the hole with soil and water it again.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Find an empty tissue box and pull out.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Flip the foil over and fold in the other flap.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Follow the doctor's instructions and take medication as prescribed.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Follow the etiquette and be polite when interacting with others.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Give me a pen and Give me a pencil.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Go back to your pencil sketches and begin with one of them.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Go now and never speak to you again.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Insert the plant in the new hole and fill it halfway with soil.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Insert the stems and firm the soil around them.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Inspect your edge and remove any splinters.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Install and open torrent.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Lay face-down on the floor and bend your elbows up to rest your forearms on the ground in front of your shoulders.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Listen carefully and take notes to remember important information.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Lock the doors and windows before leaving the house.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Move right and take a left direction,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Open it and begin your journey.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Open your grip and position your cut.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Open your scissors and hold the popsicle stick against the blades.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Pack up and go home.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Pay attention to the road and follow the traffic rules while driving.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Play with intensity and courage.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Print out sample alphabet sheets and prop them close by your work stations.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Put on the hat and make any final adjustments.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Put on your shoes and tie them before leaving the house.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Put the foil over your head and press down.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Read the instructions and follow them carefully before using any equipment.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Read the terms and conditions and agree to them before using any service.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Reopen the pouch and pull out the outer flaps.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Save your work and close the program before shutting down the computer.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Scroll down and click.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Select and improve your recommendations options.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Sit up straight and relax your arm muscles.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Splurge on cozy bedding and make your bed every day.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Squeeze the handles to close the blades and make your cut.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Stop talking and open your book.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Take a deep breath and relax when feeling stressed or anxious.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Take a pen and keep it on the desk.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Take a shower and use soap to clean your body.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Take a step and move forward.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Take breaks and stretch your muscles when sitting for a long time.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Trace with a pen and erase unnecessary lines.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Turn off the lights and close the door when leaving the room.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Turn off the phone and focus on the task at hand.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a calculator and calculate the tip based on the bill amount.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a calculator and convert the units to the desired system of measurement.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a calculator and double-check your calculations to avoid errors.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a camera and capture the moment to create memories.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a checklist and mark off the completed tasks to stay organized.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a compass and find your direction in unfamiliar terrain.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a credit card and pay your bills on time to avoid penalties.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a dictionary and look up the meanings of unfamiliar words.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a flashlight and shine the light in dark places to see clearly.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a fork and a knife to eat a meal in a formal setting.,INSTRUCTION,MANDATORY INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Use a hammer and a nail to hang pictures and posters on the wall.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a helmet and follow the safety rules while riding a bike.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a knife and a cutting board to chop vegetables safely.,INSTRUCTION,MANDATORY INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Use a level and a measuring tape to ensure accuracy in construction work.,INSTRUCTION,MANDATORY INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Use a map and a compass to navigate in the wilderness.,INSTRUCTION,MANDATORY INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Use a microphone and speak clearly when giving a presentation.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a mouse and click the buttons to navigate on the computer.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a password manager and enable two-factor authentication for online security.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a planner and schedule your tasks to manage your time effectively.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a printer and print the document to have a hard copy.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a ruler and a pencil to draw straight lines and shapes.,INSTRUCTION,MANDATORY INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Use a screwdriver and tighten the screws to fix loose furniture.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a seat belt and obey the speed limit while driving.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a speaker and adjust the volume to the appropriate level.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a timer and set a deadline to complete the task.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a timer and set an alarm to wake up on time in the morning.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Use a vacuum cleaner and a mop to clean the floor thoroughly.,INSTRUCTION,MANDATORY INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Use sunscreen and wear a hat to protect your skin from the sun.,INSTRUCTION,MANDATORY INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Wake up early and eat a healthy breakfast to start your day.,INSTRUCTION,MANDATORY INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Wash your hands and dry them before handling any food.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
You should take a pen and take a paper.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
You wash your hand first and then eat.,INSTRUCTION,MANDATORY INSTRUCTION,1,2,MANDATORY INSTRUCTION
Color to your liking and especially use dark colors!.,INSTRUCTION,NON INSTRUCTION,1,4,INSTRUCTION WITH PURPOSE
Comment on and share other people work to build goodwill.,INSTRUCTION,NON INSTRUCTION,1,2,MANDATORY INSTRUCTION
"Instead, decide how much space you would like the lake to take up and roughly what area it would encompass.",INSTRUCTION,NON INSTRUCTION,1,5,INSTRUCTION WITH SEQUENCE
Lie a clean flower pot down and mosaic one side at a time.,INSTRUCTION,NON INSTRUCTION,1,2,MANDATORY INSTRUCTION
Now type in hollywood and press Enter again.,INSTRUCTION,NON INSTRUCTION,1,2,MANDATORY INSTRUCTION
"You watch your mouth, young man!",INSTRUCTION,SIMPLE INSTRUCTION,1,1,SIMPLE INSTRUCTION
Strip and separate your cars reverse light wires.,INSTRUCTION,NON INSTRUCTION,1,2,MANDATORY INSTRUCTION
Tack cloths and then a degreaser.,INSTRUCTION,NON INSTRUCTION,1,2,MANDATORY INSTRUCTION
 take a train or take a plane for your travel.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
 take a yoga or take a Pilates class.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Attach a weight to a water thermometer or use a digital thermometer.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose  a paper or choose a digital planner to organize your schedule.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose a backpack or Take a crossbody bag when you travel.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose a body lotion or use an oil to moisturize your skin.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose the blue or choose the red shirt to wear today.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either buy a new car or buy a used one.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either do laundry or clean the kitchen first.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either drive or take public transportation to work.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either go to a sporting event or choose a comedy show.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either go to bed early or stay up late.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either read a book or watch a movie.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either read a physical book or read an e-book.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either study or relax during your free time.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either take a bubble bath or a take quick shower.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either take a nap or stay awake during your break.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either take a walk or take a bike ride.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either use a backpack or choose a tote bag to carry your belongings.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either use a bar soap or choose a body wash to clean your skin.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either use a highlighter or use a marker to emphasize important information.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either use a night cream or use a serum before bed.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either use a paper or use a digital calendar to keep track of your schedule.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
Choose to either use a sponge or choose a brush to apply makeup.,INSTRUCTION,INSTRUCTION WITH OPTIONS,1,3,INSTRUCTION WITH OPTION
